Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissement;Nom de la commune;Code INSEE de la commune;Secteur;Effectifs;IPS;Ecart-type de l'IPS
2023-2024;POITIERS;017;CHARENTE-MARITIME;0170111D;COLLEGE PRIVE NOTRE DAME DE NAZARETH;COZES;17131;privé sous contrat;140;98.6;25.1
2023-2024;POITIERS;017;CHARENTE-MARITIME;0171057G;COLLEGE PIERRE LOTI;ROCHEFORT;17299;public;478;107.0;33.5
2023-2024;POITIERS;017;CHARENTE-MARITIME;0171117X;COLLEGE FABRE D EGLANTINE;LA ROCHELLE;17300;public;563;104.1;37.9
2023-2024;POITIERS;017;CHARENTE-MARITIME;0171118Y;COLLEGE GEORGES TEXIER;SAINT JEAN D ANGELY;17347;public;581;93.3;31.2
2023-2024;POITIERS;017;CHARENTE-MARITIME;0171210Y;COLLEGE MARC CHAGALL;DOMPIERRE SUR MER;17142;public;779;116.5;30.7
2023-2024;POITIERS;017;CHARENTE-MARITIME;0171340P;COLLEGE PRIVE LA SALLE SAINT LOUIS;PONT L ABBE D ARNOULT;17284;privé sous contrat;561;121.5;29.0
2023-2024;ORLEANS-TOURS;018;CHER;0180002E;COLLEGE GERARD PHILIPE;AUBIGNY SUR NERE;18015;public;527;89.4;25.9
2023-2024;ORLEANS-TOURS;018;CHER;0180004G;COLLEGE GEORGE SAND;AVORD;18018;public;333;99.4;25.9
2023-2024;ORLEANS-TOURS;018;CHER;0180023C;COLLEGE JULIEN DUMAS;NERONDES;18160;public;212;97.5;28.2
2023-2024;ORLEANS-TOURS;018;CHER;0180591V;COLLEGE SAINT EXUPERY;BOURGES;18033;public;632;108.5;34.8
2023-2024;ORLEANS-TOURS;018;CHER;0180673J;COLLEGE JULES VERNE;BOURGES;18033;public;561;87.0;33.2
2023-2024;ORLEANS-TOURS;018;CHER;0180766K;COLLEGE LE GRAND MEAULNES;BOURGES;18033;public;272;83.7;26.3
2023-2024;ORLEANS-TOURS;018;CHER;0180796T;COLLEGE PRIVE SAINTE MARIE SAINT DOMINIQUE;BOURGES;18033;privé sous contrat;899;127.8;30.8
2023-2024;LIMOGES;019;CORREZE;0190002Z;COLLEGE SIMONE VEIL;ARGENTAT SUR DORDOGNE;19010;public;248;100.8;27.4
2023-2024;LIMOGES;019;CORREZE;0190006D;COLLEGE;BEYNAT;19023;public;178;103.2;31.1
2023-2024;LIMOGES;019;CORREZE;0190023X;COLLEGE RENE PERROT;MERLINES;19134;public;89;104.6;25.5
2023-2024;LIMOGES;019;CORREZE;0190720E;COLLEGE ANNA DE NOAILLES;LARCHE;19107;public;521;105.2;29.7
2023-2024;DIJON;021;COTE D'OR;0210001M;COLLEGE CLAUDE GUYOT;ARNAY LE DUC;21023;public;173;100.0;26.3
2023-2024;DIJON;021;COTE D'OR;0210038C;COLLEGE FELIX TISSERAND;NUITS SAINT GEORGES;21464;public;642;115.0;32.9
2023-2024;DIJON;021;COTE D'OR;0210050R;COLLEGE DINET;SEURRE;21607;public;323;97.0;26.8
2023-2024;DIJON;021;COTE D'OR;0210051S;COLLEGE JACQUES MERCUSOT;SOMBERNON;21611;public;398;120.2;33.9
2023-2024;DIJON;021;COTE D'OR;0210053U;COLLEGE DOCTEUR KUHN;VITTEAUX;21710;public;109;98.9;32.1
2023-2024;DIJON;021;COTE D'OR;0211034K;COLLEGE MARCELLE PARDE;DIJON;21231;public;617;127.0;38.5
2023-2024;DIJON;021;COTE D'OR;0211079J;COLLEGE PRIVE SAINT BERNARD;CHATILLON SUR SEINE;21154;privé sous contrat;110;98.2;29.8
2023-2024;DIJON;021;COTE D'OR;0211162Z;COLLEGE GASTON BACHELARD;DIJON;21231;public;315;102.4;38.3
2023-2024;DIJON;021;COTE D'OR;0211230Y;COLLEGE JULES FERRY;BEAUNE;21054;public;610;103.5;32.3
2023-2024;DIJON;021;COTE D'OR;0211477S;COLLEGE JEAN ROSTAND;QUETIGNY;21515;public;675;106.8;34.5
2023-2024;DIJON;021;COTE D'OR;0211525U;COLLEGE CARNOT;DIJON;21231;public;534;104.2;37.4
2023-2024;DIJON;021;COTE D'OR;0211626D;COLLEGE PRIVE DU SAINT COEUR;BEAUNE;21054;privé sous contrat;590;125.4;30.6
2023-2024;RENNES;022;COTES D'ARMOR;0220015X;COLLEGE THALASSA;ERQUY;22054;public;140;104.5;31.2
2023-2024;RENNES;022;COTES D'ARMOR;0220047G;COLLEGE DU VAL DE RANCE;PLOUER SUR RANCE;22213;public;592;112.8;31.7
2023-2024;RENNES;022;COTES D'ARMOR;0220073K;COLLEGE ERNEST RENAN;TREGUIER;22362;public;480;106.2;30.8
2023-2024;RENNES;022;COTES D'ARMOR;0220098M;COLLEGE PRIVE NOTRE DAME;GUINGAMP;22070;privé sous contrat;647;110.0;27.9
2023-2024;RENNES;022;COTES D'ARMOR;0220144M;COLLEGE PRIVE NOTRE DAME;LANVOLLON;22121;privé sous contrat;270;104.7;28.0
2023-2024;RENNES;022;COTES D'ARMOR;0220150U;COLLEGE PRIVE SAINT JOSEPH;GUERLEDAN;22158;privé sous contrat;125;103.4;26.1
2023-2024;RENNES;022;COTES D'ARMOR;0220166L;COLLEGE PRIVE NOTRE DAME DES FONTAINES;PONTRIEUX;22250;privé sous contrat;65;103.7;22.8
2023-2024;RENNES;022;COTES D'ARMOR;0220184F;COLLEGE JEAN MACE;SAINT BRIEUC;22278;public;359;96.5;32.1
2023-2024;RENNES;022;COTES D'ARMOR;0220197V;COLLEGE JACQUES PREVERT;GUINGAMP;22070;public;441;100.5;31.0
2023-2024;RENNES;022;COTES D'ARMOR;0221037H;COLLEGE LOUIS GUILLOUX;PLEMET;22183;public;169;85.7;24.4
2023-2024;RENNES;022;COTES D'ARMOR;0221518F;COLLEGE FRANCOIS CLECH;BEGARD;22004;public;494;103.9;29.3
2023-2024;RENNES;022;COTES D'ARMOR;0221594N;COLLEGE FRANCOIS LORANT;MONCONTOUR;22153;public;313;100.7;26.5
2023-2024;RENNES;022;COTES D'ARMOR;0221698B;COLLEGE ALBERT CAMUS;GUINGAMP;22070;public;393;90.6;27.9
2023-2024;RENNES;022;COTES D'ARMOR;0221749G;COLLEGE PRIVE NOTRE DAME DE CAMPOSTAL;ROSTRENEN;22266;privé sous contrat;221;102.0;27.1
2023-2024;RENNES;022;COTES D'ARMOR;0221751J;COLLEGE PRIVE SAINT PIERRE;SAINT BRIEUC;22278;privé sous contrat;452;121.1;29.7
2023-2024;RENNES;022;COTES D'ARMOR;0221877W;COLLEGE PRIVE DIWAN;PLESIDY;22189;privé sous contrat;195;124.1;30.7
2023-2024;LIMOGES;023;CREUSE;0230005F;COLLEGE JEAN MONNET;BENEVENT L ABBAYE;23021;public;178;102.2;29.2
2023-2024;LIMOGES;023;CREUSE;0230014R;COLLEGE GEORGES NIGREMONT;CROCQ;23069;public;86;102.8;23.0
2023-2024;BORDEAUX;024;DORDOGNE;0240010F;COLLEGE ALIENOR D AQUITAINE;BRANTOME EN PERIGORD;24064;public;300;104.3;34.1
2023-2024;BORDEAUX;024;DORDOGNE;0240040N;COLLEGE LEONCE BOURLIAGUET;THIVIERS;24551;public;331;96.6;30.2
2023-2024;BORDEAUX;024;DORDOGNE;0240066S;COLLEGE SUZANNE LACORE;THENON;24550;public;313;99.4;31.2
2023-2024;BORDEAUX;024;DORDOGNE;0240077D;COLLEGE PRIVE SAINTE MARTHE;PERIGUEUX;24322;privé sous contrat;321;120.0;29.6
2023-2024;BORDEAUX;024;DORDOGNE;0240083K;COLLEGE PRIVE JEANNE D ARC;LA ROCHE CHALAIS;24354;privé sous contrat;112;112.7;27.9
2023-2024;BORDEAUX;024;DORDOGNE;0240106K;COLLEGE OLYMPE DE GOUGES;VELINES;24568;public;308;89.1;28.8
2023-2024;BORDEAUX;024;DORDOGNE;0240158S;COLLEGE JEAN MONNET;LALINDE;24223;public;333;98.1;29.6
2023-2024;BORDEAUX;024;DORDOGNE;0240650B;COLLEGE ARTHUR RIMBAUD;SAINT ASTIER;24372;public;495;104.1;30.8
2023-2024;BORDEAUX;024;DORDOGNE;0241043D;COLLEGE LAURE GATET;PERIGUEUX;24322;public;425;113.0;34.5
2023-2024;BORDEAUX;024;DORDOGNE;0241075N;COLLEGE PRIVE SAINT JOSEPH;PERIGUEUX;24322;privé sous contrat;478;127.0;29.5
2023-2024;BESANCON;025;DOUBS;0250012C;COLLEGE LOUIS ET AUGUSTE LUMIERE;BESANCON;25056;public;418;122.2;38.6
2023-2024;BESANCON;025;DOUBS;0250024R;COLLEGE PAUL ELIE DUBOIS;L ISLE SUR LE DOUBS;25315;public;346;104.4;34.3
2023-2024;BESANCON;025;DOUBS;0250051V;COLLEGE AIGREMONT;ROULANS;25508;public;381;108.2;30.0
2023-2024;BESANCON;025;DOUBS;0251048D;COLLEGE PRIVE DU SACRE COEUR;AMANCEY;25015;privé sous contrat;64;98.0;25.3
2023-2024;BESANCON;025;DOUBS;0251054K;COLLEGE PRIVE JEAN BOSCO;ORCHAMPS VENNES;25432;privé sous contrat;282;98.3;26.9
2023-2024;BESANCON;025;DOUBS;0251067Z;COLLEGE PRIVE SAINTE JEANNE D ARC;MORTEAU;25411;privé sous contrat;430;104.1;28.9
2023-2024;BESANCON;025;DOUBS;0251080N;COLLEGE DIDEROT;BESANCON;25056;public;643;66.0;21.2
2023-2024;BESANCON;025;DOUBS;0251090Z;COLLEGE JEAN CLAUDE BOUQUET VAL DE MORTEAU;MORTEAU;25411;public;881;96.2;33.1
2023-2024;BESANCON;025;DOUBS;0251127P;COLLEGE VOLTAIRE;BESANCON;25056;public;591;82.7;32.7
2023-2024;BESANCON;025;DOUBS;0251324D;COLLEGE JEAN PAUL GUYOT;MANDEURE;25367;public;323;92.2;31.3
2023-2024;BESANCON;025;DOUBS;0251348E;COLLEGE ALBERT CAMUS;BESANCON;25056;public;503;105.7;39.0
2023-2024;BESANCON;025;DOUBS;0251372F;COLLEGE EDGAR FAURE;VALDAHON;25578;public;600;102.5;32.4
2023-2024;BESANCON;025;DOUBS;0251376K;COLLEGE ENTRE DEUX VELLES;SAONE;25532;public;681;117.3;33.9
2023-2024;BESANCON;025;DOUBS;0251395F;COLLEGE LOU BLAZER;MONTBELIARD;25388;public;624;66.7;21.7
2023-2024;BESANCON;025;DOUBS;0251524W;COLLEGE PHILIPPE GRENIER;PONTARLIER;25462;public;566;97.0;31.2
2023-2024;BESANCON;025;DOUBS;0251573Z;COLLEGE VICTOR HUGO;BESANCON;25056;public;947;115.3;41.9
2023-2024;BESANCON;025;DOUBS;0251949H;COLLEGE LUCIE AUBRAC;DOUBS;25204;public;658;97.6;30.1
2023-2024;GRENOBLE;026;DROME;0260101U;COLLEGE PRIVE LES GOELANDS;SAINT RAMBERT D ALBON;26325;privé sous contrat;319;102.9;27.6
2023-2024;GRENOBLE;026;DROME;0261086P;COLLEGE EUROPA;MONTELIMAR;26198;public;620;89.0;30.6
2023-2024;GRENOBLE;026;DROME;0261089T;COLLEGE RENE BARJAVEL;NYONS;26220;public;566;109.4;30.7
2023-2024;GRENOBLE;026;DROME;0261090U;COLLEGE GUSTAVE JAUME;PIERRELATTE;26235;public;359;76.9;23.9
2023-2024;GRENOBLE;026;DROME;0261092W;COLLEGE FRANCOIS JEAN ARMORIN;CREST;26108;public;453;108.3;35.7
2023-2024;GRENOBLE;026;DROME;0261093X;COLLEGE DU DIOIS;DIE;26113;public;444;111.7;32.5
2023-2024;GRENOBLE;026;DROME;0261134S;COLLEGE PRIVE SAINT BONNET;CHATEAUNEUF DE GALAURE;26083;privé sous contrat;203;127.4;32.5
2023-2024;GRENOBLE;026;DROME;0261528V;COLLEGE MARCELLE RIVIER;BEAUMONT LES VALENCE;26037;public;547;117.3;32.3
2023-2024;GRENOBLE;026;DROME;0261576X;COLLEGE DE L HERMITAGE;MERCUROL VEAUNES;26179;public;406;110.1;30.7
2023-2024;NORMANDIE;027;EURE;0270006K;COLLEGE JACQUES BREL;BEUZEVILLE;27065;public;519;99.5;32.0
2023-2024;NORMANDIE;027;EURE;0270019Z;COLLEGE JEAN JAURES;EVREUX;27229;public;518;92.2;31.1
2023-2024;NORMANDIE;027;EURE;0270020A;COLLEGE PAUL BERT;EVREUX;27229;public;400;94.5;34.1
2023-2024;NORMANDIE;027;EURE;0270025F;COLLEGE GEORGES D AMBOISE;GAILLON;27275;public;500;92.0;31.7
2023-2024;NORMANDIE;027;EURE;0270041Y;COLLEGE DES SEPT EPIS;SAINT ANDRE DE L EURE;27507;public;591;95.7;23.7
2023-2024;NORMANDIE;027;EURE;0270043A;COLLEGE MAURICE DE VLAMINCK;VERNEUIL D AVRE ET D ITON;27679;public;595;92.8;31.1
2023-2024;NORMANDIE;027;EURE;0271095U;COLLEGE GEORGES POLITZER;EVREUX;27229;public;503;82.5;25.9
2023-2024;NORMANDIE;027;EURE;0271104D;COLLEGE HENRI DUNANT;EVREUX;27229;public;358;92.1;30.2
2023-2024;NORMANDIE;027;EURE;0271105E;COLLEGE ANDRE MAUROIS;LA SAUSSAYE;27616;public;560;111.6;31.8
2023-2024;NORMANDIE;027;EURE;0271238Z;COLLEGE CLAUDE MONET;EZY SUR EURE;27230;public;522;104.7;27.6
2023-2024;NORMANDIE;027;EURE;0271285A;COLLEGE LE ROUMOIS;ROUTOT;27500;public;358;103.4;29.2
2023-2024;NORMANDIE;027;EURE;0271289E;COLLEGE CERVANTES;VERNON;27681;public;491;86.3;27.8
2023-2024;NORMANDIE;027;EURE;0271317K;COLLEGE JEAN DE LA FONTAINE;GRAND BOURGTHEROULDE;27105;public;842;107.8;31.2
2023-2024;NORMANDIE;027;EURE;0271399Z;COLLEGE ARIANE;VERNON;27681;public;350;99.4;38.9
2023-2024;NORMANDIE;027;EURE;0271448C;COLLEGE PRIVE JEANNE D ARC SAINT ANSELME;BERNAY;27056;privé sous contrat;226;115.7;31.9
2023-2024;NORMANDIE;027;EURE;0271885C;COLLEGE GENEVIEVE DE GAULLE ANTHONIOZ;LE NEUBOURG;27428;public;615;104.6;29.8
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280006E;COLLEGE FLORIMOND ROBERTET;BROU;28061;public;297;99.8;29.4
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280657M;COLLEGE LES PETITS SENTIERS;LUCE;28218;public;417;83.6;25.2
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280658N;COLLEGE ALBERT CAMUS;DREUX;28134;public;440;99.1;30.8
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280680M;COLLEGE PRIVE NOTRE DAME;JANVILLE EN BEAUCE;28199;privé sous contrat;313;113.1;25.2
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280751P;COLLEGE MATHURIN REGNIER;CHARTRES;28085;public;551;97.3;34.2
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280803W;COLLEGE EDOUARD HERRIOT;LUCE;28218;public;475;99.5;31.6
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280865N;COLLEGE LOUIS ARMAND;DREUX;28134;public;529;79.9;24.8
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280867R;COLLEGE FRANCOIS RABELAIS;CLOYES LES TROIS RIVIERES;28103;public;353;96.1;29.2
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280869T;COLLEGE JEAN MONNET;LA LOUPE;28214;public;425;96.9;27.8
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280924C;COLLEGE PIERRE BROSSOLETTE;NOGENT LE ROTROU;28280;public;379;87.4;30.8
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280957N;COLLEGE EMILE ZOLA;CHATEAUDUN;28088;public;400;104.4;32.8
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0281038B;COLLEGE MOZART;ANET;28007;public;483;113.7;29.7
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0281060A;COLLEGE MARTIAL TAUGOURDEAU;DREUX;28134;public;614;96.8;34.2
2023-2024;RENNES;029;FINISTERE;0290045S;COLLEGE MESCOAT;LANDERNEAU;29103;public;800;112.2;31.2
2023-2024;RENNES;029;FINISTERE;0290053A;COLLEGE LOUIS HEMON;PLEYBEN;29162;public;256;101.4;27.7
2023-2024;RENNES;029;FINISTERE;0290056D;COLLEGE DE LA BAIE DU KERNIC LOUIS ET MARIE FICHEZ;PLOUESCAT;29185;public;160;96.5;29.0
2023-2024;RENNES;029;FINISTERE;0290058F;COLLEGE DES MONTS D ARREE;PLOUNEOUR MENEZ;29202;public;249;103.2;30.7
2023-2024;RENNES;029;FINISTERE;0290068S;COLLEGE LA TOUR D AUVERGNE;QUIMPER;29232;public;476;106.7;34.6
2023-2024;RENNES;029;FINISTERE;0290260A;COLLEGE PRIVE SAINT BLAISE;DOUARNENEZ;29046;privé sous contrat;247;113.3;31.1
2023-2024;RENNES;029;FINISTERE;0290262C;COLLEGE PRIVE SAINT JOSEPH;FOUESNANT;29058;privé sous contrat;344;126.7;29.4
2023-2024;RENNES;029;FINISTERE;0290297R;COLLEGE PRIVE SAINTE ANNE;PLOUGASTEL DAOULAS;29189;privé sous contrat;397;122.4;25.1
2023-2024;RENNES;029;FINISTERE;0290304Y;COLLEGE PRIVE NOTRE DAME DE PENHORS;POULDREUZIC;29225;privé sous contrat;238;113.0;27.8
2023-2024;RENNES;029;FINISTERE;0290306A;COLLEGE PRIVE LA SABLIERE;QUIMPER;29232;privé sous contrat;329;111.6;26.5
2023-2024;RENNES;029;FINISTERE;0290310E;COLLEGE PRIVE SAINT MICHEL;ROSPORDEN;29241;privé sous contrat;200;108.0;29.9
2023-2024;RENNES;029;FINISTERE;0290316L;COLLEGE PRIVE SAINTE MARIE;SAINT THEGONNEC LOC EGUINER;29266;privé sous contrat;163;106.1;24.7
2023-2024;RENNES;029;FINISTERE;0290320R;COLLEGE LA TOURELLE;QUIMPER;29232;public;363;109.4;33.7
2023-2024;RENNES;029;FINISTERE;0291102R;COLLEGE BEG AVEL;CARHAIX PLOUGUER;29024;public;466;96.5;29.2
2023-2024;RENNES;029;FINISTERE;0291227B;COLLEGE PRIVE SAINT AUGUSTIN;MORLAIX;29151;privé sous contrat;368;114.5;29.1
2023-2024;RENNES;029;FINISTERE;0291590W;COLLEGE JEAN MOULIN;CHATEAULIN;29026;public;483;103.6;30.9
2023-2024;RENNES;029;FINISTERE;0291655S;COLLEGE PRIVE SAINT CHARLES;GUIPAVAS;29075;privé sous contrat;534;115.3;26.1
2023-2024;RENNES;029;FINISTERE;0291717J;COLLEGE PARC AR C HOAT YVES COTTY;MOELAN SUR MER;29150;public;356;112.8;29.7
2023-2024;RENNES;029;FINISTERE;0291753Y;COLLEGE VICTOIRE DAUBIE;PLOUZANE;29212;public;372;124.4;34.6
2023-2024;RENNES;029;FINISTERE;0291824A;COLLEGE LES QUATRE MOULINS;BREST;29019;public;376;100.4;37.1
2023-2024;RENNES;029;FINISTERE;0291866W;COLLEGE PRIVE ND DE KERBONNE;BREST;29019;privé sous contrat;176;118.9;31.7
2023-2024;RENNES;029;FINISTERE;0291928N;COLLEGE DE LA FONTAINE BLANCHE;PLOUGASTEL DAOULAS;29189;public;474;123.7;35.3
2023-2024;RENNES;029;FINISTERE;0291929P;COLLEGE DE KERALLAN;PLOUZANE;29212;public;437;118.6;33.4
2023-2024;RENNES;029;FINISTERE;0292290G;COLLEGE NELSON MANDELA;PLABENNEC;29160;public;481;106.1;28.9
2023-2024;MONTPELLIER;030;GARD;0300001N;COLLEGE IRENE JOLIOT CURIE;AIGUES MORTES;30003;public;538;99.0;28.3
2023-2024;MONTPELLIER;030;GARD;0300031W;COLLEGE GEORGE VILLE;PONT SAINT ESPRIT;30202;public;450;97.6;27.4
2023-2024;MONTPELLIER;030;GARD;0300043J;COLLEGE JEAN BAPTISTE DUMAS;SALINDRES;30305;public;624;102.7;31.2
2023-2024;MONTPELLIER;030;GARD;0300059B;COLLEGE JULES VERNE;NIMES;30189;public;452;72.3;21.9
2023-2024;MONTPELLIER;030;GARD;0300945P;COLLEGE FEUCHERES;NIMES;30189;public;797;92.4;35.9
2023-2024;MONTPELLIER;030;GARD;0300946R;COLLEGE REVOLUTION;NIMES;30189;public;384;120.3;37.0
2023-2024;MONTPELLIER;030;GARD;0300996V;COLLEGE PRIVE SAMUEL VINCENT;NIMES;30189;privé sous contrat;64;106.4;28.4
2023-2024;MONTPELLIER;030;GARD;0301012M;COLLEGE LEO LARGUIER;LA GRAND COMBE;30132;public;310;79.2;28.4
2023-2024;MONTPELLIER;030;GARD;0301013N;COLLEGE JEAN MOULIN;ALES;30007;public;435;74.3;23.2
2023-2024;MONTPELLIER;030;GARD;0301214G;COLLEGE DU MOURION;VILLENEUVE LES AVIGNON;30351;public;814;123.4;34.1
2023-2024;MONTPELLIER;030;GARD;0301244P;COLLEGE PRIVE SAINT FIRMIN;UZES;30334;privé sous contrat;241;113.0;28.9
2023-2024;MONTPELLIER;030;GARD;0301245R;COLLEGE LOU CASTELLAS;MARGUERITTES;30156;public;725;106.0;32.6
2023-2024;MONTPELLIER;030;GARD;0301284H;COLLEGE JEAN ROSTAND;NIMES;30189;public;643;99.9;35.3
2023-2024;MONTPELLIER;030;GARD;0301357M;COLLEGE PRIVE SAINT STANISLAS;NIMES;30189;privé sous contrat;492;125.7;32.7
2023-2024;MONTPELLIER;030;GARD;0301747L;COLLEGE;LEDIGNAN;30146;public;428;101.6;32.0
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0310001H;COLLEGE ARMAND LATOUR;ASPET;31020;public;194;104.6;33.4
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0310003K;COLLEGE EMILE PAUL VAYSSIE;AURIGNAC;31028;public;206;103.3;35.5
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0310005M;COLLEGE JEAN MONNET;BAGNERES DE LUCHON;31042;public;185;109.5;30.3
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0310007P;COLLEGE CHARLES SURAN;BOULOGNE SUR GESSE;31080;public;174;97.1;27.0
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0310023G;COLLEGE BERTRAND LARALDE;MONTREJEAU;31390;public;316;97.3;32.1
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0310083X;COLLEGE DIDIER DAURAT;SAINT GAUDENS;31483;public;535;92.6;33.5
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311168B;COLLEGE PRIVE SAINTE MARIE DE NEVERS;TOULOUSE;31555;privé sous contrat;225;119.9;32.9
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311232W;COLLEGE NOUGARO;TOULOUSE;31555;public;269;104.1;41.0
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311264F;COLLEGE JOLIMONT;TOULOUSE;31555;public;462;92.7;36.2
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311319R;COLLEGE LOUISA PAULIN;MURET;31395;public;760;91.4;31.8
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311631E;COLLEGE MICHELET;TOULOUSE;31555;public;703;136.0;40.9
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311633G;COLLEGE ANDRE MALRAUX;RAMONVILLE SAINT AGNE;31446;public;580;111.0;42.0
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311720B;COLLEGE JACQUES MAURE;CASTELGINEST;31116;public;650;114.1;35.0
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311772H;COLLEGE LEO FERRE;SAINT LYS;31499;public;612;113.0;32.7
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311850T;COLLEGE JACQUES PREVERT;SAINT ORENS DE GAMEVILLE;31506;public;632;127.7;35.6
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311962P;COLLEGE PRIVE LE CAOUSOU;TOULOUSE;31555;privé sous contrat;903;153.1;24.4
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0312307P;COLLEGE LEONARD DE VINCI;TOURNEFEUILLE;31557;public;598;131.0;39.4
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0312338Y;COLLEGE CANTELAUZE;FONSORBES;31187;public;619;115.5;36.7
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0312700S;COLLEGE JEAN DIEUZAIDE;PECHBONNIEU;31410;public;808;123.0;33.9
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0312743N;COLLEGE IRENE JOLIOT CURIE;FONTENILLES;31188;public;643;130.1;35.6
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0312799Z;COLLEGE ADRIENNE BOLLAND;BESSIERES;31066;public;637;112.0;31.6
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0313045S;COLLEGE LIONEL JOSPIN;CINTEGABELLE;31145;public;299;106.9;30.5
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0313078C;COLLEGE DE BEAUZELLE;BEAUZELLE;31056;public;628;107.3;36.5
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0313081F;COLLEGE DE SEYSSES;SEYSSES;31547;public;581;109.6;34.4
2023-2024;TOULOUSE;032;GERS;0320001C;COLLEGE VERT;AIGNAN;32001;public;80;102.4;25.3
2023-2024;TOULOUSE;032;GERS;0320010M;COLLEGE SAINT EXUPERY;CONDOM;32107;public;394;95.4;31.9
2023-2024;TOULOUSE;032;GERS;0320014S;COLLEGE LOUISE MICHEL;L ISLE JOURDAIN;32160;public;426;118.9;35.3
2023-2024;TOULOUSE;032;GERS;0320017V;COLLEGE MARECHAL LANNES;LECTOURE;32208;public;353;104.4;31.3
2023-2024;TOULOUSE;032;GERS;0320056M;COLLEGE PRIVE NOTRE DAME DU CLOS FLEURI;L ISLE JOURDAIN;32160;privé sous contrat;311;136.0;27.0
2023-2024;TOULOUSE;032;GERS;0320562M;COLLEGE SALINIS;AUCH;32013;public;477;111.7;38.0
2023-2024;BORDEAUX;033;GIRONDE;0330058J;COLLEGE PAUL EMILE VICTOR;BRANNE;33071;public;548;106.7;31.9
2023-2024;BORDEAUX;033;GIRONDE;0330093X;COLLEGE DE LUSSAC;LUSSAC;33261;public;320;100.7;30.8
2023-2024;BORDEAUX;033;GIRONDE;0330113U;COLLEGE JEAN MONNET;SAINT CIERS SUR GIRONDE;33389;public;566;91.7;27.4
2023-2024;BORDEAUX;033;GIRONDE;0330145D;COLLEGE CAPEYRON;MERIGNAC;33281;public;507;102.6;34.9
2023-2024;BORDEAUX;033;GIRONDE;0331507J;COLLEGE PRIVE SAINT JOSEPH;LIBOURNE;33243;privé sous contrat;831;131.5;28.9
2023-2024;BORDEAUX;033;GIRONDE;0331511N;COLLEGE PRIVE JEANNE D ARC SAINT ROMAIN;BLAYE;33058;privé sous contrat;244;115.6;26.9
2023-2024;BORDEAUX;033;GIRONDE;0331513R;COLLEGE PRIVE SAINT LOUIS SAINTE THERESE;BORDEAUX;33063;privé sous contrat;320;124.9;32.4
2023-2024;BORDEAUX;033;GIRONDE;0331519X;COLLEGE PRIVE SAINT SEURIN;BORDEAUX;33063;privé sous contrat;234;144.3;24.8
2023-2024;BORDEAUX;033;GIRONDE;0331622J;COLLEGE FONTAINES DE MONJOUS;GRADIGNAN;33192;public;828;126.3;37.9
2023-2024;BORDEAUX;033;GIRONDE;0331623K;COLLEGE ALOUETTE;PESSAC;33318;public;769;127.1;35.8
2023-2024;BORDEAUX;033;GIRONDE;0331644H;COLLEGE PRIVE SAINT JEAN;PAUILLAC;33314;privé sous contrat;295;106.8;30.1
2023-2024;BORDEAUX;033;GIRONDE;0331666G;COLLEGE ALIENOR D AQUITAINE;SALLES;33498;public;955;111.8;30.6
2023-2024;BORDEAUX;033;GIRONDE;0331758G;COLLEGE NOES;PESSAC;33318;public;681;130.1;36.1
